location,bath,price,total_sqft_int,BHK
Begur,3.0,12.0,2400.0,3
OLd Gurappanapalya,3.0,39.0,1250.0,3
Ulsoor,1.0,150.0,840.0,1
Uttarahalli,2.0,39.5,1000.0,2
Kammasandra,2.0,40.5,985.0,2
BTM 2nd Stage,2.0,70.0,1200.0,2
Ambalipura,3.0,100.0,1650.0,3
Maheswari Nagar,2.0,60.0,1000.0,2
Doddabanahalli,2.0,26.0,830.0,2
Ramagondanahalli,3.0,56.1,1200.0,3
Haralur Road,2.0,43.0,1140.0,2
HSR Layout,2.0,70.0,1120.0,2
Kamakya Layout,6.0,200.0,2750.0,6
Sector 7 HSR Layout,3.0,185.0,1760.0,3
Hennur Road,2.0,50.74,973.0,2
Kundalahalli,3.0,146.0,1724.0,3
Banashankari,2.0,40.79,1020.0,2
Electronic City,1.0,35.0,750.0,1
Kambipura,2.0,49.0,883.0,2
Ramagondanahalli,5.0,220.0,2787.0,4
Devasthanagalu,2.0,60.0,1470.0,3
"Sarjapur Road, ",2.0,76.0,1275.0,2
Kothanur,3.0,120.0,1787.0,3
Sarjapur  Road,2.0,110.0,1320.0,2
Yeshwanthpur,3.0,108.0,1692.0,3
Thirumenahalli,3.0,56.0,1602.0,3
"Hoodi Circle, ",1.0,40.0,793.0,1
GM Palaya,1.0,35.0,675.0,1
Jalahalli East,2.0,42.5,1035.0,2
Sarjapur  Road,3.0,128.0,1800.0,3
Green Glen Layout,3.0,70.0,1625.0,3
Kothnoor Dinne,2.0,38.0,1100.0,2
Electronic City Phase II,2.0,32.63,1125.0,2
Chikka Banaswadi,3.0,73.0,1555.0,3
Amruthahalli,2.0,42.0,1025.0,2
Hennur Road,2.0,83.73,1482.0,3
Banagirinagar,2.0,130.0,1630.0,3
Arekere,2.0,44.5,900.0,2
Yelahanka,2.0,75.0,1355.0,3
1st Block Koramangala,4.0,601.0,2360.0,4
Akshaya Nagar,2.0,45.0,1200.0,2
Suraksha Nagar,3.0,63.0,1563.0,3
6th block Koramangala,3.0,400.0,3000.0,3
5th Phase JP Nagar,2.0,42.0,812.0,2
Basaveshwara Nagar,2.0,70.0,1200.0,2
Marathahalli,2.0,101.0,1360.0,2
Rachenahalli,3.0,110.0,1756.0,3
Haralur Road,2.0,75.0,1300.0,2
Anandapura,2.0,50.0,1141.0,2
Hormavu,2.0,67.0,1310.0,2
Gubbalala,3.0,140.0,1745.0,3
Raja Rajeshwari Nagar,2.0,37.0,1050.0,2
Banashankari,4.0,500.0,2400.0,4
Electronic City Phase II,2.0,34.0,1140.0,2
Varthur,2.0,54.0,1210.0,2
Kasavanhalli,3.0,142.0,2035.0,3
Sarjapur,1.0,17.09,633.0,1
Amruthahalli,1.0,19.5,485.0,1
Varthur,2.0,40.0,1112.0,2
Ullal Uppanagar,2.0,82.0,1200.0,2
Sarjapur  Road,4.0,187.0,2275.0,3
Doddanakundi Industrial Area 2,3.0,85.0,1419.0,3
Sri Sai Layout,2.0,42.4,1195.0,2
Versova Layout,3.0,270.0,2020.0,3
Kundalahalli,2.0,91.0,1047.0,2
Thanisandra,4.0,117.0,1884.0,3
Malleshpalya,3.0,149.0,1200.0,3
Bannerghatta Road,2.0,58.0,905.0,2
JP Nagar,2.0,108.0,1500.0,3
Chikkajala,1.0,50.0,850.0,1
Bommasandra Industrial Area,2.0,32.49,1125.0,2
Tindlu,2.0,59.8,1165.0,2
Maruthi Sevanagar,2.0,55.0,933.0,2
Hennur Road,2.0,77.0,1305.0,3
Billekahalli,2.0,65.0,1125.0,2
BSM Extension,2.0,33.0,865.0,2
Kalyan nagar,2.0,300.0,8840.0,2
Udayagiri,2.0,60.0,1145.0,3
Hosa Road,1.0,43.68,625.0,1
Kundalahalli,3.0,128.0,1724.0,3
Madiwala,1.0,75.0,400.0,1
Madiwala,3.0,39.5,1250.0,3
Shankarapuram,2.0,80.0,823.0,2
7th Phase JP Nagar,2.0,50.0,990.0,2
Kothanur,2.0,59.0,1185.0,2
Kadubeesanahalli,2.0,78.0,1140.0,2
Ambedkar Nagar,4.0,120.0,1950.0,3
Yelahanka,3.0,125.0,1756.0,3
Kumaraswami Layout,4.0,300.0,2600.0,4
Chandapura,1.0,14.04,520.0,1
Doddakannelli,2.0,48.0,1025.0,2
Whitefield,2.0,72.0,1216.0,2
Sarjapur  Road,2.0,60.8,1026.0,2
Sarjapur  Road,4.0,300.0,3335.0,4
Kodichikkanahalli,4.0,125.0,2700.0,5
Begur,2.0,60.0,1411.0,3
Bannerghatta,2.0,50.0,1320.0,2
Kalena Agrahara,3.0,155.0,1804.0,3
HSR Layout,2.0,46.0,1140.0,2
Hebbal,4.0,189.0,2375.0,4
Chamundi Nagar,3.0,120.0,1750.0,3
TC Palaya,2.0,55.0,1152.0,2
Lingadheeranahalli,3.0,120.0,1684.0,3
Panathur,2.0,60.0,1075.0,2
HOSUR MAIN ROAD,3.0,56.0,1464.0,3
Hebbal,2.0,99.26,1420.0,2
Nagashetty Halli,2.0,40.0,750.0,2
Shampura,5.0,95.0,2800.0,7
Domlur,3.0,180.0,1850.0,3
Venkatapura,3.0,46.0,1300.0,3
Bhoopsandra,3.0,170.0,2150.0,3
5th Block Hbr Layout,5.0,300.0,5100.0,6
Kadugodi,2.0,110.0,1875.0,3
Hulimavu,2.0,82.0,1260.0,3
Kengeri,4.0,100.0,2500.0,5
Begur Road,2.0,64.0,1241.0,2
Postal Colony,1.0,218.0,1500.0,2
Electronic City,2.0,60.0,1070.0,2
Begur,2.0,40.0,815.0,2
Malleshwaram,2.0,190.0,1400.0,2
Varthur,4.0,175.0,1740.0,4
ITPL,5.0,300.0,5667.5,4
Sarjapur  Road,2.0,70.0,1216.0,2
pavitra paradise,2.0,190.0,2200.0,3
Hegde Nagar,5.0,450.0,3500.0,4
Vidyaranyapura,7.0,375.0,3150.0,7
Marathahalli,2.0,50.18,1026.0,2
Hulimavu,1.0,20.0,450.0,1
KR Puram,2.0,45.79,1205.0,2
Jakkur Plantation,2.0,87.0,1368.0,2
Anekal,1.0,12.5,420.0,1
Doddakallasandra,2.0,42.0,1270.0,2
Margondanahalli,2.0,58.0,1050.0,2
Reliaable Tranquil Layout,3.0,80.0,1507.0,3
kadubisnahalli,2.0,57.0,1160.0,2
Kithaganur,3.0,70.0,1200.0,3
Poorna Pragna Layout,2.0,50.0,960.0,2
NGR Layout,2.0,46.0,1021.0,2
Hegde Nagar,4.0,129.0,2162.03,3
Channasandra,2.0,36.0,1065.0,2
Attibele,1.0,10.25,400.0,1
Amblipura,2.0,83.0,1175.0,2
Lavelle Road,4.0,900.0,6729.0,3
Vijayanagar,4.0,360.0,1500.0,4
Sanjay nagar,2.0,59.0,1050.0,2
KR Puram,3.0,97.0,1827.0,3
Thanisandra,4.0,122.0,1930.0,3
Mysore Road,2.0,37.0,883.0,2
Kengeri,1.0,16.75,550.0,1
Nagarbhavi,2.0,135.0,1400.0,3
Doddaballapur,3.0,200.0,2400.0,4
Munnekollal,2.0,57.9,1200.0,3
JP Nagar,3.0,125.0,1520.0,3
Thanisandra,1.0,38.46,777.0,1
EPIP Zone,3.0,177.0,2710.0,3
Kenchenahalli,2.0,57.0,1150.0,2
Mahalakshmi Layout,2.0,110.0,1200.0,3
Hebbal,2.0,92.0,1252.0,2
Marathahalli,2.0,80.0,1270.0,2
Tumkur Road,2.0,70.0,992.0,2
Geddalahalli,2.0,34.5,893.0,2
Kumaraswami Layout,7.0,150.0,3200.0,7
Rahmath Nagar,3.0,98.0,1400.0,3
Murugeshpalya,2.0,56.0,1344.0,3
Whitefield,5.0,475.0,5400.0,4
Chikkadunnasandra,2.0,32.0,1138.0,2
Nagappa Reddy Layout,2.0,70.0,1495.0,3
Whitefield,3.0,74.0,1396.0,3
Garudachar Palya,2.0,119.0,1610.0,3
Tindlu,2.0,55.0,1050.0,2
Kumbena Agrahara,2.0,43.71,1410.0,3
Ramamurthy Nagar,2.0,37.8,1050.0,2
Kumaraswami Layout,2.0,85.0,1310.0,3
Yelahanka,2.0,58.0,1104.0,2
Hennur Road,2.0,67.0,1165.0,2
Kudlu,2.0,44.0,1027.0,2
Hormavu,2.0,60.0,1310.0,2
Chikkanahalli,2.0,52.0,1052.0,2
1st Block Koramangala,2.0,45.0,1000.0,2
Jayanagar,3.0,300.0,2240.0,3
Varthur,2.0,31.0,986.0,2
Banashankari Stage III,1.0,145.0,1350.0,1
Akshaya Nagar,4.0,95.0,1893.0,3
Gollarapalya Hosahalli,3.0,56.0,1318.0,3
Kereguddadahalli,2.0,33.0,800.0,2
Canara Bank Colony,3.0,42.25,1300.0,3
Dodda Banaswadi,2.0,60.0,1300.0,3
Jalahalli East,2.0,52.0,1010.0,2
Banashankari,2.0,75.0,1260.0,2
Halanayakanahalli,3.0,165.0,1520.0,3
Harlur,2.0,75.0,1197.0,2
Manayata Tech Park,2.0,45.0,1050.0,2
Thanisandra,2.0,68.0,1241.0,3
Maithri Layout,2.0,62.0,1567.0,3
Kasavanhalli,3.0,110.0,1747.0,3
Xavier Layout,4.0,400.0,1524.0,3
Hennur Road,2.0,51.0,980.0,2
Dasanapura,2.0,58.0,966.0,2
Ferrar Nagar,3.0,185.0,2360.0,4
Sarjapur  Road,2.0,62.0,1112.0,2
Surabhi Layout,3.0,90.0,1760.0,3
Hennur,2.0,113.0,1830.0,3
Yelahanka,2.0,67.77,1175.0,2
Horamavu Banaswadi,2.0,45.0,1025.0,2
Hennur Road,2.0,80.0,1232.0,2
5th Phase JP Nagar,2.0,57.0,1010.0,2
Battarahalli,2.0,102.0,1590.0,2
Air View Colony,2.0,58.5,1100.0,2
Electronic City Phase II,2.0,65.0,1252.0,3
Yelahanka,2.0,77.9,1322.0,2
7th Phase JP Nagar,1.0,60.0,1000.0,1
Harlur,3.0,117.0,1755.0,3
Electronic City Phase II,2.0,46.0,1135.0,2
Nagavarapalya,2.0,85.5,1260.0,2
Hoodi,5.0,395.0,3250.0,5
Ambedkar Nagar,4.0,550.0,3500.0,4
Electronic City Phase II,3.0,65.0,1305.0,3
Ayappa Nagar,2.0,50.0,1236.0,2
Uttarahalli,1.0,45.0,1125.0,2
KR Puram,2.0,32.25,1075.0,2
Thanisandra,6.0,110.0,2999.97,6
Kadugodi,2.0,42.0,1150.0,2
9th Block Jayanagar,4.0,240.0,1440.0,4
Hennur Road,2.0,43.4,1085.0,2
Hebbal Kempapura,3.0,165.0,1785.0,3
Malleshwaram,4.0,300.0,2475.0,3
Thanisandra,4.0,120.0,1930.0,3
Kadugondanahalli,1.0,45.0,800.0,2
Kumaraswami Layout,3.0,110.0,2450.0,4
Bannerghatta Road,3.0,122.0,1920.0,3
Kothannur,2.0,34.2,1085.0,2
Thanisandra,1.0,50.4,760.0,1
Sahakara Nagar,2.0,80.0,1201.0,2
Electronic City,3.0,97.0,1615.0,3
HSR Layout,2.0,70.0,1289.0,2
Kasavanhalli,2.0,80.0,1377.0,2
Cunningham Road,3.0,560.0,2880.0,3
Laxmi Sagar Layout,3.0,200.0,1892.0,3
Shivaji Nagar,3.0,348.0,2176.0,3
Thanisandra,1.0,32.82,663.0,1
Talaghattapura,4.0,340.0,3554.0,3
Volagerekallahalli,2.0,39.0,1095.0,2
KR Garden,2.0,65.0,1050.0,2
Seegehalli,2.0,50.0,1176.0,2
Thanisandra,3.0,115.0,1801.0,3
Parappana Agrahara,2.0,46.0,1194.0,2
NRI Layout,2.0,125.0,2400.0,2
Sarjapur  Road,4.0,610.0,4250.0,4
Thanisandra,4.0,220.0,3671.0,4
Hoodi,3.0,140.0,2144.0,3
Hoskote,2.0,33.75,1065.0,2
Uttarahalli,2.0,40.58,1160.0,2
Parappana Agrahara,2.0,47.0,1194.0,2
mvj engineering college,3.0,56.53,1200.0,3
2nd Phase Judicial Layout,3.0,69.0,1681.0,3
Bommasandra Industrial Area,2.0,32.64,1130.0,2
Iblur Village,5.0,335.0,3633.0,4
Bommasandra Industrial Area,2.0,30.75,1065.0,2
R.T. Nagar,2.0,45.0,1500.0,2
Panathur,2.0,69.0,1210.0,2
TC Palaya,2.0,39.4,1126.0,2
Rayasandra,2.0,59.0,1357.0,3
Kodigehaali,3.0,185.0,1600.0,4
Hennur Road,2.0,55.0,950.0,2
Bellandur,2.0,48.0,960.0,2
2nd Block Bel Layout,3.0,92.0,1625.0,3
Kaggalipura,4.0,150.0,2200.0,3
Ambalipura,2.0,112.0,1607.0,3
Shree Ananth Nagar Layout,2.0,38.0,1080.0,2
Cooke Town,3.0,250.0,2300.0,3
Yeshwanthpur,5.0,185.0,2500.0,6
Bellandur,2.0,116.0,1690.0,3
RR Layout,3.0,145.0,2100.0,5
4th Block Koramangala,2.0,97.0,1269.0,2
Haralur Road,2.0,46.0,1243.0,2
Electronic City Phase II,2.0,33.64,1165.0,2
BTM Layout,2.0,56.81,1196.0,2
Parappana Agrahara,2.0,47.0,1194.0,2
Old Madras Road,3.0,110.0,1630.0,3
Shikaripalya,2.0,39.98,1025.0,2
Chikkabanavar,2.0,38.0,1067.0,2
Kanakpura Road,2.0,89.63,1299.0,2
Panathur,2.0,76.0,1343.0,2
Lingadheeranahalli,4.0,153.0,2236.0,4
Domlur,3.0,235.0,2955.0,3
Raja Rajashweri Nagar,2.0,45.12,1410.0,3
Balagere,2.0,79.0,1205.0,2
Thyagaraja Nagar,2.0,95.25,1270.0,3
VHBCS Layout,2.0,110.0,1353.0,3
Jinkethimmanahalli,2.0,68.0,1200.0,2
basaveshwarnagar,2.0,70.0,1250.0,3
Gopalapura,3.0,261.0,1950.2,3
Sarjapur  Road,2.0,69.0,1157.0,3
Kanakapura,1.0,35.475,825.0,1
Yelahanka,1.0,33.0,602.0,1
Malleshwaram,4.0,900.0,3000.0,5
Hoodi,2.0,66.46,1108.0,2
Thyagaraja Nagar,2.0,68.0,1040.0,2
Sarjapur,2.0,87.0,1451.0,2
Raja Rajeshwari Nagar,2.0,40.54,1196.0,2
Kanakpura Road,1.0,37.32,850.0,1
Gopalapura,3.0,298.0,2171.66,3
Kanaka Nagar,2.0,40.0,900.0,2
Kudlu,1.0,33.0,720.0,1
Thanisandra,3.0,115.0,1573.0,3
Sarjapur  Road,2.0,60.8,1026.0,2
CV Raman Nagar,2.0,78.0,1400.0,3
Banashankari Stage III,3.0,147.0,2100.0,4
Raja Rajeshwari Nagar,3.0,88.0,1500.0,3
Malleshwaram,3.0,380.0,2400.0,3
HRBR Layout,3.0,240.0,1200.0,3
Kothanur,3.0,105.0,1790.0,3
Ramagondanahalli,2.0,75.0,1125.0,2
Hennur,3.0,84.205,1830.5,3
Marathahalli,2.0,50.0,1100.0,2
Banaswadi,2.0,57.0,1105.0,2
Dasanapura,1.0,41.0,708.0,1
Kudlu,2.0,44.0,1027.0,2
"Banashankari 3rd stage, Vivekanandanagar",3.0,100.0,1600.0,3
Annaiah Reddy Layout,1.0,22.0,540.0,1
Dasarahalli,2.0,42.0,1200.0,2
Kalena Agrahara,2.0,95.0,1837.0,3
Balagere,2.0,68.0,1012.0,2
Gopalapura,3.0,193.0,1950.2,3
Atmananda Colony,2.0,55.0,1125.0,2
Harlur,2.0,79.9,1197.0,2
BTM 2nd Stage,2.0,47.0,1100.0,2
Channasandra Layout,2.0,52.0,1563.0,3
Hebbal Kempapura,4.0,384.0,3729.0,4
Sarjapur  Road,3.0,120.0,1600.0,3
Green Glen Layout,3.0,120.0,1715.0,3
Bannerghatta Road,4.0,180.0,2400.0,4
Ramagondanahalli,2.0,42.5,1151.0,2
Uttarahalli,2.0,60.0,1123.0,2
Yelahanka,2.0,77.0,1315.0,2
R.T. Nagar,2.0,52.0,1325.0,2
Jakkur,3.0,104.0,1660.0,3
Kodichikkanahalli,2.0,58.0,1299.0,2
Haralur Road,2.0,90.0,953.0,2
Gunjur,2.0,60.0,1457.0,2
Varthur,1.0,65.0,1000.0,2
Mallasandra,2.0,76.3,1100.0,3
Iblur Village,6.0,425.0,5515.0,5
Bellandur,1.0,40.0,950.0,1
Amam Enclave Layout,2.0,60.0,1013.0,2
Hennur Road,2.0,56.0,1140.0,2
4th T block Jayanagar,3.0,220.0,2100.0,3
Anantapura,3.0,77.0,1600.0,3
Ayappa Nagar,2.0,48.0,1190.0,2
Ashwath Nagar,3.0,95.0,1625.0,3
Classic Paradise Layout,2.0,53.0,1210.0,2
Lakshminarayana Pura,3.0,150.0,1615.0,3
Kalena Agrahara,2.0,85.0,1180.0,2
Nagasandra,2.0,91.0,1500.0,2
Bellandur,2.0,45.0,850.0,2
Kothanur,2.0,55.0,1130.0,2
CV Raman Nagar,2.0,38.0,907.0,2
HRBR Layout,2.0,90.0,1300.0,2
Hennur Road,3.0,110.0,1891.0,3
Doddakammanahalli,2.0,55.0,1160.0,2
Tasker Town,1.0,55.0,930.0,2
Devanahalli,2.0,58.0,1010.0,2
Electronic City,2.0,68.0,1221.0,2
Banashankari,4.0,470.0,2400.0,4
Hoodi,2.0,87.48,1108.0,2
Sarjapur  Road,2.0,70.0,1370.0,2
Banashankari Stage V,2.0,41.5,920.0,2
Bhoganhalli,2.0,79.89,1277.0,2
Horamavu Agara,2.0,38.1,1213.0,2
Singasandra,3.0,85.0,1653.0,3
Sarjapur,3.0,140.0,2400.0,4
1st Block Koramangala,5.0,500.0,3000.0,4
Kothanur,4.0,250.0,1600.0,4
Nallurhalli,2.0,44.0,1053.0,2
Hoysalanagar,2.0,56.0,1325.0,3
manyata,2.0,50.11,1169.0,2
Badavala Nagar,2.0,90.0,1274.0,2
Lakshminarayana Pura,2.0,75.0,1195.0,2
Kammasandra,2.0,35.0,940.0,2
Budigere,3.0,95.5,1820.0,3
Whitefield,3.0,96.9,1615.0,3
Subramanyapura,2.0,62.5,985.0,2
Kaggadasapura,2.0,39.5,1105.0,2
Bhuvaneswari Nagar,3.0,185.0,2400.0,4
Uttarahalli,2.0,35.0,1000.0,2
Uttarahalli,2.0,57.0,1330.0,3
Old Madras Road,2.0,52.0,1165.0,2
Bannerghatta Road,2.0,45.0,1270.0,2
2nd Phase JP Nagar,2.0,38.0,1070.0,2
RWF West Colony,2.0,85.0,1427.0,3
Banashankari Stage III,2.0,95.0,1420.0,3
Kothanur,5.0,130.0,1600.0,4
Langford Town,2.0,200.0,2031.0,2
Bellandur,2.0,90.0,1454.0,2
Maruthi Sevanagar,3.0,180.0,2000.0,4
Sarjapur  Road,2.0,74.03,1346.0,2
Hessarghatta,2.0,50.0,1062.0,2
 Mysore Highway,1.0,25.5,700.0,1
JP Nagar,2.0,99.0,1405.0,2
Doddathoguru,2.0,50.0,1100.0,2
Chikka Tirupathi,4.0,120.0,2153.0,3
Kammagondahalli,3.0,120.0,1200.0,3
Ulsoor,3.0,170.0,2135.0,3
Uttarahalli,2.0,47.0,1125.0,2
2nd Phase Judicial Layout,2.0,47.25,1350.0,3
Pai Layout,2.0,48.0,1068.0,2
Doddathoguru,2.0,32.9,940.0,2
Hosa Road,2.0,32.79,1063.0,2
Brookefield,2.0,84.5,1382.0,2
Harlur,2.0,45.0,936.0,2
Sarjapur  Road,1.0,26.0,475.0,1
LIC Colony,2.0,115.0,1200.0,2
Glass Factory Layout,3.0,65.0,1450.0,3
Kudlu,2.0,52.0,1162.0,2
Hosa Road,2.0,48.75,1161.0,2
Green Glen Layout,2.0,105.0,1623.29,3
Brookefield,2.0,70.0,1260.0,2
Billekahalli,3.0,190.0,1672.0,4
Seegehalli,4.0,240.0,3000.0,3
Murugeshpalya,2.0,70.0,1500.0,3
Budigere,1.0,34.545,705.0,1
Dollars Colony,3.0,200.0,2000.0,3
Thyagaraja Nagar,1.0,241.0,1675.0,1
Electronic City,3.0,150.0,1200.0,3
Nagarbhavi,2.0,46.2,1100.0,2
Ramagondanahalli,3.0,155.0,2257.0,3
Siddapura,2.0,90.0,1150.0,2
Akshayanagara East,1.0,40.0,595.0,1
Hoodi,3.0,110.0,1837.0,3
Kumbalgodu,4.0,190.0,3750.0,4
Green Glen Layout,3.0,115.0,1715.0,3
NRI Layout,5.0,95.75,2700.0,4
Siddapura,4.0,400.0,5480.0,3
Vidyaranyapura,5.0,135.0,2400.0,4
Raja Rajeshwari Nagar,2.0,66.0,1168.0,2
Begur Road,2.0,36.54,1160.0,2
Mallappa Layout,3.0,75.0,1500.0,3
ITPL,2.0,25.4,850.0,2
Ramamurthy Nagar,2.0,39.0,935.0,2
Doddaballapur,1.0,49.0,654.0,1
Domlur,3.0,180.0,1650.0,3
Vinayak Nagar,2.0,33.0,1300.0,2
Kaggalipura,2.0,60.0,950.0,2
Silk Board,3.0,54.0,1250.0,3
Doddakallasandra,2.0,42.87,1072.0,2
Ankappa Layout,2.0,65.0,1425.0,3
Uttarahalli,1.0,42.09,1165.0,2
Kathriguppe,2.0,69.49,1390.0,3
Kalena Agrahara,3.0,78.0,1510.0,3
Thanisandra,2.0,90.0,1305.0,2
Kodigehaali,2.0,32.0,866.0,2
Hulimavu,2.0,84.5,1231.0,2
Sompura,2.0,45.0,1360.0,3
Kanakpura Road,1.0,30.0,525.0,1
Hormavu,2.0,45.75,1020.0,2
Old Airport Road,4.0,262.0,3504.0,4
Sidedahalli,1.0,50.0,1200.0,2
Vidyaranyapura,2.0,41.0,1100.0,2
Bannerghatta Road,4.0,500.0,4723.0,4
Kothannur,2.0,37.0,820.0,2
Sarjapur,4.0,386.0,3508.0,4
Versova Layout,4.0,400.0,3700.0,4
Kalena Agrahara,2.0,70.0,1354.0,2
Basavangudi,3.0,250.0,2453.0,4
Garudachar Palya,2.0,51.8,1154.0,2
Raja Rajeshwari Nagar,2.0,86.0,1400.0,3
Doopanahalli,3.0,150.0,1625.0,3
Electronic City,3.0,73.0,1500.0,3
Bannerghatta Road,2.0,80.0,1520.0,3
3rd Stage Raja Rajeshwari Nagar,3.0,65.0,1300.0,2
Manayata Tech Park,2.0,47.0,1150.0,2
Kadugodi,3.0,109.0,1762.0,3
Budigere,2.0,58.0,1153.0,2
Yelahanka,4.0,223.0,2650.0,4
Sompura,2.0,47.0,1350.0,3
Billekahalli,2.0,56.0,950.0,2
Jakkur,3.0,310.0,3295.0,3
Coconut Grove Layout,3.0,80.5,1515.0,3
Neeladri Nagar,2.0,30.0,1100.0,2
Byrasandra,2.0,65.0,1250.0,2
HBR Layout,2.0,120.0,1200.0,2
5th Phase JP Nagar,8.0,95.0,2500.0,7
Dominic Layout,3.0,39.14,1115.0,3
Padmanabhanagar,3.0,170.0,2051.0,3
BTM Layout,2.0,99.0,1470.0,3
Silver Springs Layout,2.0,70.0,1550.0,3
Bannerghatta Road,2.0,73.0,1270.0,3
Hebbal Kempapura,3.0,170.0,1600.0,3
Gopalkrishna Nagar,3.0,165.0,2505.0,3
Tejaswini Nagar,2.0,54.0,1410.0,3
Whitefield,2.0,70.0,1200.0,2
Chennammana Kere,2.0,86.96,1705.0,3
Horamavu Banaswadi,2.0,52.0,1081.0,2
Parappana Agrahara,2.0,46.0,1194.0,2
Sonnenahalli,1.0,30.24,605.0,1
Yelahanka,1.0,25.0,567.0,1
Rajaji Nagar,3.0,275.0,1718.0,2
Banashankari Stage VI,2.0,70.385,1410.5,3
Green Glen Layout,3.0,105.0,1715.0,3
Doddaballapur,5.0,270.0,3206.0,4
Kundalahalli,4.0,235.0,1500.0,4
Bannerghatta Road,3.0,120.0,1846.0,3
Thanisandra,4.0,125.0,1965.0,3
NGR Layout,2.0,45.9,1021.0,2
Haralur Road,2.0,67.65,1230.0,2
Uttarahalli,2.0,55.0,1260.0,2
Indira Nagar,4.0,700.0,2400.0,4
Lingadheeranahalli,4.0,114.0,1894.0,3
Jakkur,3.0,131.0,1950.0,3
Sector 2 HSR Layout,2.0,66.0,1231.0,2
Mahadevpura,2.0,58.0,1236.0,2
KAMAKIYA,3.0,135.0,1650.0,3
Begur,2.0,70.0,1443.0,3
Wheelers Road,2.0,68.0,925.0,2
Alfa Garden Layout,2.0,46.41,1190.0,2
Uttarahalli,2.0,53.36,1284.0,2
Chikkalasandra,2.0,59.0,1325.0,2
Sector 6 HSR Layout,5.0,750.0,2400.0,6
Kudlu Gate,2.0,79.54,1183.0,2
Rajiv Gandhi Nagar,3.0,100.0,1750.0,3
Nagashetty Halli,4.0,149.0,16335.0,4
Doddagubbi,1.0,27.0,747.0,1
Electronic City,2.0,90.0,1342.0,2
Motappa Layout,2.0,52.0,1113.0,2
Devarabeesana Halli,3.0,110.0,1738.0,3
Brookefield,2.0,90.0,1206.0,2
Hebbal,2.0,59.0,1162.0,2
Parappana Agrahara,2.0,46.0,1194.0,2
Sarjapur  Road,4.0,155.0,1857.0,3
Kattigenahalli,6.0,115.0,3500.0,6
Rajaji Nagar,3.0,240.0,1763.0,2
Uttarahalli,2.0,45.99,1150.0,2
Koramangala,5.0,550.0,2400.0,4
Chikkalasandra,2.0,72.0,1290.0,2
HBR Layout,2.0,145.0,900.0,2
Sanjay nagar,2.0,70.0,1150.0,2
Soundarya Layout,2.0,27.0,900.0,2
Sarjapur  Road,3.0,185.0,1750.0,4
Lingadheeranahalli,4.0,160.0,2240.0,4
Ambedkar Nagar,3.0,125.0,1852.0,3
Chandapura,2.0,42.0,1323.0,3
Vittasandra,2.0,67.5,1404.0,2
Dodda Nekkundi,2.0,60.0,1370.0,2
Gollarapalya Hosahalli,2.0,50.0,1129.0,2
Mahalakshmi Layout,3.0,150.0,1876.0,3
Brooke Bond First Cross,3.0,95.0,1720.0,3
Mysore Road,2.0,86.68,1175.0,2
Nagawara Junction,1.0,51.0,500.0,1
Electronic City Phase II,1.0,295.0,1200.0,1
Hosa Road,3.0,130.0,1893.0,3
Green View Layout,2.0,45.0,850.0,2
CV Raman Nagar,2.0,110.0,1392.0,2
Kanakpura Road,3.0,105.0,1938.0,3
Chennammanakere Achukattu,2.0,52.0,1020.0,2
"beml layout, basaveshwara nagar",2.0,360.0,2400.0,3
HBR Layout,3.0,160.0,1832.0,3
Konanakunte,2.0,85.0,1423.0,3
Jakkur,2.0,85.0,1432.0,2
Hulimavu,2.0,150.0,1916.0,3
Hennur,2.0,55.5,1255.0,2
Yelenahalli,2.0,44.08,1160.0,2
Old Madras Road,2.0,170.0,2640.0,2
Bommanahalli,2.0,53.0,1160.0,2
Lakshminarayana Pura,2.0,80.0,1200.0,2
7th Phase JP Nagar,2.0,44.0,1100.0,2
Ramagondanahalli,3.0,100.0,1500.0,3
Electronic City Phase II,2.0,50.35,1336.0,3
Choodasandra,2.0,46.0,1065.0,2
Hebbal,2.0,115.0,1294.0,2
Whitefield,2.0,75.0,1216.0,2
Bank Of Baroda Colony,2.0,40.0,1005.0,2
7th Phase JP Nagar,2.0,102.0,1430.0,3
Frazer Town,4.0,660.0,4100.0,4
Hoodi,3.0,125.0,1660.0,3
Jalahalli,2.0,76.77,1045.0,2
Anjanapura,2.0,30.0,950.0,2
Doddathoguru,3.0,65.0,1382.0,3
BTM 2nd Stage,2.0,46.0,930.0,2
Sarjapur  Road,2.0,116.0,1660.0,3
Vijinapura,2.0,71.95,1290.0,2
Dodda Nekkundi,2.0,71.0,1200.0,2
3rd Block Hrbr Layout,3.0,140.0,1650.0,3
Budigere,3.0,88.0,1636.0,3
Rajaji Nagar,3.0,320.0,2367.0,3
Hegde Nagar,4.0,160.0,2087.01,3
LB Shastri Nagar,2.0,47.0,1200.0,2
HSR Layout,3.0,89.0,1844.0,3
Begur Road,2.0,43.75,1215.0,2
Chennappa Layout,2.0,52.0,1220.0,2
1st Block HBR Layout,4.0,150.0,3150.0,4
Kanakpura Road,1.0,26.0,525.0,1
Bommasandra,2.0,37.97,955.0,2
Kadugondanahalli,5.0,75.0,2000.0,5
Magadi Road,2.0,48.0,884.0,2
Kathriguppe,2.0,68.75,1250.0,2
Bommasandra Industrial Area,2.0,135.0,7000.0,2
Dodda Nekkundi,4.0,300.0,2400.0,3
Harlur,4.0,225.0,2990.0,4
